Invoice ID,City,Customer type,Gender,Product line,Quantity,Sales,Date,Payment
421-95-9805,Yangon,Normal,Female,Electronic accessories,1,30.408,2/7/2019,Credit card
277-35-5865,Naypyitaw,Member,Female,Food and beverages,9,935.2665,3/9/2019,Cash
789-23-8625,Mandalay,Member,Male,Fashion accessories,3,293.643,1/24/2019,Cash
284-54-4231,Naypyitaw,Member,Male,Sports and travel,1,84.9765,1/19/2019,Credit card
443-59-0061,Yangon,Member,Male,Food and beverages,10,708.225,2/3/2019,Ewallet
509-29-3912,Yangon,Member,Female,Sports and travel,9,365.904,3/20/2019,Ewallet
327-40-9673,Mandalay,Member,Male,Sports and travel,6,457.38,1/13/2019,Cash
840-19-2096,Naypyitaw,Member,Male,Electronic accessories,5,461.5275,3/14/2019,Ewallet
828-46-6863,Yangon,Member,Male,Food and beverages,6,620.739,1/23/2019,Credit card
641-96-3695,Naypyitaw,Member,Female,Fashion accessories,6,273.798,2/7/2019,Ewallet
420-97-3340,Yangon,Normal,Female,Food and beverages,3,225.792,3/28/2019,Credit card
436-54-4512,Yangon,Member,Female,Food and beverages,1,96.1905,3/20/2019,Cash
670-79-6321,Mandalay,Member,Female,Home and lifestyle,7,695.2365,1/17/2019,Credit card
852-62-7105,Mandalay,Normal,Female,Fashion accessories,10,874.125,1/12/2019,Credit card
598-06-7312,Mandalay,Member,Male,Fashion accessories,1,95.9175,2/16/2019,Cash
135-13-8269,Mandalay,Member,Female,Food and beverages,2,165.648,1/26/2019,Cash
816-57-2053,Yangon,Normal,Male,Sports and travel,2,127.827,3/9/2019,Ewallet
628-90-8624,Mandalay,Member,Male,Health and beauty,10,867.09,3/14/2019,Cash
856-66-2701,Yangon,Member,Male,Home and lifestyle,3,167.895,1/25/2019,Ewallet
308-39-1707,Yangon,Normal,Female,Fashion accessories,1,12.6945,1/26/2019,Credit card
149-61-1929,Yangon,Normal,Male,Sports and travel,10,673.995,1/19/2019,Credit card
655-07-2265,Yangon,Normal,Male,Electronic accessories,3,246.6765,3/5/2019,Ewallet
589-02-8023,Yangon,Member,Male,Food and beverages,2,175.917,1/15/2019,Credit card
420-04-7590,Mandalay,Normal,Male,Home and lifestyle,3,314.055,3/18/2019,Ewallet
182-88-2763,Mandalay,Member,Male,Food and beverages,3,251.7165,3/20/2019,Credit card
188-55-0967,Mandalay,Member,Male,Health and beauty,10,697.935,1/15/2019,Credit card
610-46-4100,Yangon,Normal,Male,Health and beauty,7,212.7825,3/3/2019,Credit card
318-81-2368,Naypyitaw,Normal,Female,Electronic accessories,1,48.51,3/19/2019,Cash
364-33-8584,Mandalay,Member,Female,Food and beverages,5,92.5575,3/8/2019,Cash
665-63-9737,Mandalay,Normal,Male,Fashion accessories,3,165.123,2/27/2019,Ewallet
695-09-5146,Mandalay,Member,Female,Food and beverages,3,311.1885,2/23/2019,Ewallet
155-45-3814,Naypyitaw,Member,Female,Electronic accessories,8,743.82,3/19/2019,Ewallet
794-32-2436,Mandalay,Member,Male,Electronic accessories,2,116.907,3/27/2019,Ewallet
131-15-8856,Naypyitaw,Member,Female,Food and beverages,8,609.168,3/30/2019,Credit card
273-84-2164,Naypyitaw,Member,Male,Electronic accessories,5,63.2625,2/16/2019,Ewallet
706-36-6154,Yangon,Member,Male,Home and lifestyle,9,182.952,1/18/2019,Ewallet
778-89-7974,Naypyitaw,Normal,Male,Health and beauty,6,442.323,3/30/2019,Cash
574-31-8277,Mandalay,Member,Male,Fashion accessories,1,35.3115,3/20/2019,Cash
859-71-0933,Naypyitaw,Member,Female,Sports and travel,2,32.529,1/16/2019,Cash
740-11-5257,Naypyitaw,Normal,Male,Electronic accessories,10,259.77,2/24/2019,Cash
369-82-2676,Mandalay,Normal,Male,Electronic accessories,5,397.215,1/15/2019,Ewallet
563-47-4072,Mandalay,Normal,Female,Health and beauty,6,351.603,1/22/2019,Cash
742-04-5161,Yangon,Member,Male,Home and lifestyle,10,764.19,2/3/2019,Cash
149-15-7606,Mandalay,Member,Male,Sports and travel,9,352.674,3/6/2019,Ewallet
133-77-3154,Mandalay,Member,Male,Fashion accessories,4,252.756,2/16/2019,Credit card
169-52-4504,Yangon,Normal,Female,Electronic accessories,3,49.4235,3/14/2019,Credit card
250-81-7186,Naypyitaw,Normal,Female,Electronic accessories,1,104.6745,2/27/2019,Credit card
562-12-5430,Yangon,Member,Female,Fashion accessories,3,277.6725,1/18/2019,Ewallet
816-72-8853,Yangon,Member,Female,Sports and travel,5,146.6325,1/29/2019,Cash
491-38-3499,Yangon,Member,Male,Fashion accessories,1,58.2225,2/26/2019,Credit card
322-02-2271,Mandalay,Normal,Female,Sports and travel,3,135.3555,2/3/2019,Cash
842-29-4695,Naypyitaw,Member,Male,Sports and travel,7,125.979,1/16/2019,Credit card
725-67-2480,Mandalay,Member,Female,Fashion accessories,6,370.125,3/24/2019,Credit card
641-51-2661,Naypyitaw,Member,Female,Food and beverages,10,914.55,2/12/2019,Credit card
714-02-3114,Naypyitaw,Normal,Female,Sports and travel,2,207.48,2/21/2019,Cash
518-17-2983,Yangon,Normal,Female,Fashion accessories,4,204.246,2/4/2019,Ewallet
779-42-2410,Mandalay,Member,Male,Food and beverages,3,181.881,2/20/2019,Ewallet
190-14-3147,Mandalay,Normal,Female,Health and beauty,4,75.474,2/23/2019,Ewallet
408-66-6712,Naypyitaw,Member,Female,Health and beauty,6,300.573,2/16/2019,Ewallet
679-22-6530,Mandalay,Normal,Female,Sports and travel,2,85.302,1/17/2019,Credit card
588-47-8641,Yangon,Member,Male,Fashion accessories,10,588.42,1/14/2019,Ewallet
642-61-4706,Mandalay,Member,Male,Food and beverages,2,196.14,3/30/2019,Cash
576-31-4774,Mandalay,Normal,Female,Health and beauty,3,231.2415,3/2/2019,Ewallet
556-41-6224,Naypyitaw,Normal,Male,Health and beauty,8,282.576,2/15/2019,Credit card
811-03-8790,Yangon,Normal,Female,Electronic accessories,10,477.54,3/1/2019,Credit card
242-11-3142,Mandalay,Member,Male,Fashion accessories,2,175.917,2/24/2019,Cash
752-23-3760,Mandalay,Member,Female,Sports and travel,7,470.988,2/19/2019,Credit card
274-05-5470,Yangon,Member,Female,Food and beverages,4,308.574,2/23/2019,Cash
648-94-3045,Naypyitaw,Normal,Male,Health and beauty,10,618.975,2/7/2019,Ewallet
130-67-4723,Yangon,Member,Male,Food and beverages,6,305.55,1/11/2019,Ewallet
528-87-5606,Mandalay,Member,Female,Electronic accessories,1,41.454,2/12/2019,Cash
320-85-2052,Mandalay,Normal,Female,Sports and travel,1,36.5505,1/14/2019,Credit card
370-96-0655,Naypyitaw,Normal,Female,Fashion accessories,6,310.716,1/9/2019,Ewallet
105-10-6182,Yangon,Member,Male,Fashion accessories,2,45.108,2/27/2019,Ewallet
510-79-0415,Mandalay,Member,Female,Sports and travel,6,145.404,1/24/2019,Ewallet
241-96-5076,Mandalay,Member,Female,Home and lifestyle,2,103.11,1/8/2019,Credit card
767-97-4650,Mandalay,Member,Female,Sports and travel,2,136.143,1/8/2019,Credit card
648-83-1321,Yangon,Member,Male,Home and lifestyle,10,667.38,1/16/2019,Cash
173-57-2300,Naypyitaw,Member,Male,Sports and travel,2,153.048,3/13/2019,Cash
305-03-2383,Yangon,Normal,Female,Food and beverages,3,211.365,2/15/2019,Cash
394-55-6384,Naypyitaw,Member,Female,Sports and travel,9,663.2955,1/25/2019,Cash
266-20-6657,Naypyitaw,Member,Male,Food and beverages,7,404.544,3/12/2019,Ewallet
689-05-1884,Yangon,Member,Male,Health and beauty,10,510.615,3/4/2019,Cash
196-01-2849,Naypyitaw,Member,Female,Fashion accessories,7,539.343,2/10/2019,Cash
372-62-5264,Naypyitaw,Normal,Female,Food and beverages,9,497.07,1/16/2019,Cash
800-09-8606,Yangon,Member,Female,Home and lifestyle,5,458.6925,1/29/2019,Cash
182-52-7000,Yangon,Member,Female,Sports and travel,4,113.568,1/1/2019,Ewallet
826-58-8051,Mandalay,Normal,Male,Home and lifestyle,4,261.198,1/6/2019,Ewallet
868-06-0466,Yangon,Member,Male,Electronic accessories,9,657.531,2/19/2019,Credit card
751-41-9720,Naypyitaw,Normal,Male,Home and lifestyle,10,1023.75,1/12/2019,Ewallet
626-43-7888,Naypyitaw,Normal,Female,Fashion accessories,8,507.444,2/7/2019,Ewallet
176-64-7711,Mandalay,Normal,Male,Food and beverages,3,101.808,3/27/2019,Credit card
191-29-0321,Mandalay,Member,Female,Fashion accessories,10,207.585,2/27/2019,Credit card
729-06-2010,Mandalay,Member,Male,Health and beauty,9,760.4415,1/6/2019,Cash
640-48-5028,Mandalay,Member,Female,Home and lifestyle,9,835.2855,3/2/2019,Cash
186-79-9562,Mandalay,Normal,Male,Health and beauty,7,527.5095,3/29/2019,Cash
834-45-5519,Mandalay,Normal,Female,Electronic accessories,4,180.6,1/31/2019,Ewallet
162-65-8559,Naypyitaw,Member,Male,Food and beverages,1,72.429,1/21/2019,Cash
760-27-5490,Naypyitaw,Normal,Male,Fashion accessories,8,131.208,1/20/2019,Ewallet
445-30-9252,Yangon,Normal,Male,Sports and travel,3,80.955,1/17/2019,Ewallet
786-94-2700,Yangon,Member,Male,Food and beverages,6,507.906,2/28/2019,Cash
728-88-7867,Naypyitaw,Member,Female,Home and lifestyle,4,317.226,3/19/2019,Ewallet
183-21-3799,Naypyitaw,Normal,Female,Electronic accessories,9,733.6035,2/19/2019,Ewallet
268-20-3585,Naypyitaw,Normal,Female,Health and beauty,9,130.8825,2/4/2019,Ewallet
735-32-9839,Naypyitaw,Member,Male,Fashion accessories,8,829.08,1/31/2019,Ewallet
258-92-7466,Yangon,Normal,Female,Health and beauty,5,187.32,2/6/2019,Credit card
857-16-3520,Yangon,Member,Female,Fashion accessories,7,525.231,3/28/2019,Ewallet
482-17-1179,Yangon,Member,Male,Electronic accessories,3,37.611,1/19/2019,Credit card
788-21-5741,Yangon,Normal,Male,Fashion accessories,3,142.947,2/17/2019,Credit card
821-14-9046,Mandalay,Member,Female,Fashion accessories,6,110.124,1/18/2019,Credit card
418-05-0656,Mandalay,Normal,Female,Fashion accessories,7,187.866,2/2/2019,Cash
678-79-0726,Naypyitaw,Member,Female,Sports and travel,9,856.4535,1/18/2019,Cash
776-68-1096,Mandalay,Normal,Male,Home and lifestyle,3,138.978,3/18/2019,Credit card
592-46-1692,Naypyitaw,Member,Female,Food and beverages,7,270.2595,1/11/2019,Cash
434-35-9162,Mandalay,Member,Male,Food and beverages,4,98.028,2/4/2019,Ewallet
149-14-0304,Naypyitaw,Member,Female,Health and beauty,8,239.4,2/6/2019,Cash
442-44-6497,Naypyitaw,Member,Male,Home and lifestyle,3,175.0455,1/8/2019,Credit card
174-64-0215,Mandalay,Normal,Male,Sports and travel,10,732.27,3/5/2019,Credit card
210-74-9613,Naypyitaw,Normal,Male,Fashion accessories,4,408.492,3/16/2019,Ewallet
299-29-0180,Mandalay,Member,Female,Home and lifestyle,7,383.523,3/9/2019,Cash
247-11-2470,Yangon,Member,Female,Fashion accessories,4,93.744,3/1/2019,Credit card
635-28-5728,Yangon,Normal,Male,Health and beauty,3,176.4,2/28/2019,Ewallet
756-49-0168,Yangon,Member,Male,Fashion accessories,1,20.685,2/8/2019,Ewallet
438-23-1242,Mandalay,Normal,Male,Electronic accessories,7,557.718,1/24/2019,Ewallet
238-45-6950,Mandalay,Member,Male,Food and beverages,1,56.406,3/1/2019,Ewallet
607-65-2441,Naypyitaw,Member,Male,Health and beauty,10,860.475,3/10/2019,Credit card
386-27-7606,Naypyitaw,Member,Female,Home and lifestyle,7,596.82,3/23/2019,Credit card
137-63-5492,Naypyitaw,Normal,Male,Electronic accessories,10,616.98,1/29/2019,Ewallet
197-77-7132,Mandalay,Member,Male,Electronic accessories,8,769.104,1/12/2019,Ewallet
805-86-0265,Yangon,Normal,Male,Home and lifestyle,9,887.922,3/20/2019,Cash
733-29-1227,Naypyitaw,Normal,Male,Home and lifestyle,7,408.7335,3/23/2019,Cash
451-73-2711,Naypyitaw,Normal,Male,Food and beverages,1,89.0715,1/14/2019,Ewallet
373-14-0504,Yangon,Member,Female,Sports and travel,2,150.423,2/12/2019,Ewallet
546-80-2899,Yangon,Member,Male,Home and lifestyle,2,79.149,2/20/2019,Ewallet
345-68-9016,Naypyitaw,Member,Female,Sports and travel,8,266.028,1/2/2019,Credit card
390-17-5806,Naypyitaw,Member,Female,Food and beverages,1,40.341,2/2/2019,Cash
457-13-1708,Mandalay,Member,Male,Fashion accessories,10,684.915,1/8/2019,Credit card
664-14-2882,Naypyitaw,Member,Female,Home and lifestyle,5,55.2825,1/30/2019,Credit card
487-79-6868,Mandalay,Member,Female,Home and lifestyle,9,116.1405,3/26/2019,Credit card
314-23-4520,Naypyitaw,Member,Male,Health and beauty,7,597.0405,1/15/2019,Cash
210-30-7976,Mandalay,Member,Female,Fashion accessories,4,93.744,3/14/2019,Ewallet
585-86-8361,Yangon,Normal,Female,Food and beverages,5,143.22,2/3/2019,Credit card
807-14-7833,Yangon,Member,Female,Electronic accessories,10,182.91,2/22/2019,Ewallet
775-72-1988,Mandalay,Normal,Male,Home and lifestyle,5,384.72,1/24/2019,Ewallet
288-38-3758,Naypyitaw,Member,Female,Fashion accessories,3,267.3405,1/25/2019,Ewallet
652-43-6591,Yangon,Normal,Female,Fashion accessories,8,817.236,3/9/2019,Credit card
785-96-0615,Mandalay,Member,Female,Electronic accessories,8,300.216,2/17/2019,Ewallet
406-46-7107,Yangon,Normal,Female,Home and lifestyle,6,608.076,1/11/2019,Cash
250-17-5703,Yangon,Member,Male,Food and beverages,10,197.925,2/27/2019,Ewallet
156-95-3964,Yangon,Normal,Female,Food and beverages,4,232.638,3/25/2019,Ewallet
842-40-8179,Mandalay,Member,Female,Food and beverages,10,810.6,2/11/2019,Credit card
525-09-8450,Mandalay,Normal,Male,Electronic accessories,10,757.365,1/31/2019,Credit card
410-67-1709,Yangon,Member,Female,Fashion accessories,8,536.592,1/20/2019,Ewallet
587-73-4862,Yangon,Member,Female,Health and beauty,5,56.1225,3/26/2019,Ewallet
787-87-2010,Yangon,Member,Male,Health and beauty,4,233.1,1/20/2019,Credit card
593-14-4239,Mandalay,Normal,Female,Home and lifestyle,8,801.864,3/5/2019,Ewallet
801-88-0346,Naypyitaw,Normal,Female,Fashion accessories,3,239.589,1/5/2019,Credit card
388-76-2555,Mandalay,Normal,Male,Sports and travel,6,86.247,2/13/2019,Cash
711-31-1234,Mandalay,Normal,Female,Electronic accessories,4,401.688,3/16/2019,Cash
886-54-6089,Yangon,Normal,Female,Home and lifestyle,6,72.009,1/15/2019,Cash
707-32-7409,Mandalay,Member,Female,Sports and travel,4,401.268,2/26/2019,Ewallet
759-98-4285,Naypyitaw,Member,Female,Health and beauty,7,631.1445,2/27/2019,Credit card
201-63-8275,Naypyitaw,Member,Female,Sports and travel,7,499.7265,2/17/2019,Ewallet
471-06-8611,Naypyitaw,Normal,Female,Food and beverages,1,55.041,2/6/2019,Credit card
200-16-5952,Naypyitaw,Member,Male,Food and beverages,2,137.865,1/17/2019,Cash
120-54-2248,Mandalay,Normal,Female,Food and beverages,5,151.515,1/22/2019,Credit card
102-77-2261,Naypyitaw,Member,Male,Health and beauty,7,480.0285,3/5/2019,Credit card
875-31-8302,Mandalay,Normal,Male,Sports and travel,1,98.049,1/3/2019,Cash
102-06-2002,Naypyitaw,Member,Male,Sports and travel,5,132.5625,3/20/2019,Cash
457-94-0464,Mandalay,Member,Male,Electronic accessories,9,830.3715,1/31/2019,Ewallet
629-42-4133,Naypyitaw,Normal,Male,Health and beauty,8,183.12,2/19/2019,Cash
534-53-3526,Yangon,Normal,Female,Sports and travel,4,397.992,2/11/2019,Ewallet
307-04-2070,Yangon,Member,Female,Fashion accessories,1,32.151,2/5/2019,Credit card
468-99-7231,Naypyitaw,Normal,Female,Home and lifestyle,8,369.684,3/3/2019,Cash
516-77-6464,Naypyitaw,Member,Female,Health and beauty,5,53.34,2/24/2019,Ewallet
404-91-5964,Yangon,Normal,Male,Electronic accessories,7,548.163,2/4/2019,Credit card
886-77-9084,Naypyitaw,Normal,Male,Electronic accessories,8,603.876,2/19/2019,Ewallet
790-38-4466,Naypyitaw,Normal,Female,Health and beauty,5,57.6975,1/23/2019,Credit card
704-10-4056,Naypyitaw,Member,Male,Health and beauty,3,190.4805,1/14/2019,Credit card
497-37-6538,Yangon,Normal,Male,Sports and travel,7,432.9885,1/17/2019,Ewallet
651-96-5970,Yangon,Normal,Male,Fashion accessories,1,48.7305,3/3/2019,Credit card
400-80-4065,Naypyitaw,Member,Male,Health and beauty,4,287.91,2/15/2019,Credit card
744-16-7898,Mandalay,Normal,Female,Home and lifestyle,10,1022.385,1/15/2019,Credit card
263-12-5321,Yangon,Member,Male,Electronic accessories,7,680.61,2/27/2019,Credit card
702-72-0487,Yangon,Normal,Female,Electronic accessories,2,97.881,2/26/2019,Credit card
605-83-1050,Mandalay,Normal,Male,Fashion accessories,2,57.078,3/15/2019,Ewallet
443-60-9639,Naypyitaw,Member,Female,Home and lifestyle,1,63.9135,1/24/2019,Cash
864-24-7918,Yangon,Member,Female,Sports and travel,10,257.145,2/22/2019,Cash
359-94-5395,Mandalay,Normal,Male,Health and beauty,1,97.419,3/15/2019,Credit card
401-09-4232,Naypyitaw,Member,Male,Home and lifestyle,5,455.1225,2/11/2019,Ewallet
751-15-6198,Mandalay,Normal,Male,Sports and travel,6,144.963,1/12/2019,Ewallet
324-41-6833,Naypyitaw,Member,Female,Electronic accessories,8,253.68,3/3/2019,Ewallet
474-33-8305,Naypyitaw,Member,Male,Fashion accessories,7,495.3165,3/23/2019,Ewallet
759-29-9521,Yangon,Member,Female,Fashion accessories,9,462.672,3/4/2019,Cash
831-81-6575,Mandalay,Member,Female,Electronic accessories,9,714.3255,2/23/2019,Cash
220-68-6701,Yangon,Normal,Female,Home and lifestyle,4,325.374,3/17/2019,Cash
618-34-8551,Yangon,Normal,Female,Sports and travel,2,195.678,1/16/2019,Credit card
257-60-7754,Yangon,Normal,Female,Electronic accessories,4,210.966,1/8/2019,Cash
559-61-5987,Mandalay,Normal,Female,Health and beauty,1,18.6375,1/14/2019,Cash
189-55-2313,Naypyitaw,Normal,Female,Fashion accessories,10,652.89,1/31/2019,Ewallet
565-91-4567,Mandalay,Normal,Male,Health and beauty,8,90.3,3/15/2019,Ewallet
380-60-5336,Yangon,Normal,Female,Electronic accessories,10,422.73,2/24/2019,Credit card
815-04-6282,Naypyitaw,Member,Female,Sports and travel,5,341.0925,2/8/2019,Credit card
674-56-6360,Yangon,Normal,Male,Electronic accessories,1,99.9075,3/22/2019,Cash
778-34-2523,Yangon,Member,Female,Electronic accessories,8,408.408,1/24/2019,Cash
499-27-7781,Mandalay,Normal,Female,Food and beverages,8,446.964,3/14/2019,Ewallet
477-59-2456,Naypyitaw,Normal,Female,Fashion accessories,7,333.984,1/23/2019,Cash
832-51-6761,Yangon,Normal,Male,Food and beverages,8,284.592,1/19/2019,Ewallet
869-11-3082,Mandalay,Member,Male,Health and beauty,4,403.872,1/27/2019,Credit card
190-59-3964,Mandalay,Member,Male,Food and beverages,5,247.59,2/3/2019,Credit card
366-43-6862,Mandalay,Normal,Male,Electronic accessories,4,222.138,3/25/2019,Ewallet
186-43-8965,Yangon,Member,Female,Home and lifestyle,2,100.128,2/24/2019,Credit card
784-21-9238,Naypyitaw,Member,Male,Sports and travel,1,10.6785,2/7/2019,Cash
276-75-6884,Yangon,Normal,Female,Health and beauty,3,216.4365,3/4/2019,Cash
109-86-4363,Mandalay,Member,Female,Sports and travel,7,441.588,2/14/2019,Credit card
569-76-2760,Yangon,Member,Female,Sports and travel,4,92.442,1/29/2019,Credit card
222-42-0244,Mandalay,Member,Female,Health and beauty,9,681.4395,1/28/2019,Credit card
760-53-9233,Yangon,Member,Male,Fashion accessories,3,130.032,3/26/2019,Credit card
538-22-0304,Naypyitaw,Normal,Male,Electronic accessories,10,681.975,3/24/2019,Cash
416-17-9926,Yangon,Member,Female,Electronic accessories,10,779.31,1/1/2019,Credit card
237-44-6163,Yangon,Normal,Male,Electronic accessories,8,88.704,1/24/2019,Cash
636-17-0325,Mandalay,Normal,Male,Health and beauty,4,262.794,2/25/2019,Cash
343-75-9322,Mandalay,Member,Female,Sports and travel,8,99.54,1/9/2019,Cash
528-14-9470,Yangon,Member,Male,Health and beauty,1,95.865,2/14/2019,Ewallet
427-45-9297,Mandalay,Member,Female,Home and lifestyle,7,299.3655,3/12/2019,Ewallet
807-34-3742,Yangon,Normal,Male,Fashion accessories,1,54.999,3/26/2019,Cash
288-62-1085,Yangon,Member,Male,Fashion accessories,5,202.335,1/9/2019,Ewallet
670-71-7306,Mandalay,Normal,Male,Sports and travel,6,281.169,1/2/2019,Credit card
660-29-7083,Naypyitaw,Normal,Male,Electronic accessories,10,586.635,1/15/2019,Cash
271-77-8740,Naypyitaw,Member,Female,Sports and travel,6,184.086,1/1/2019,Ewallet
497-36-0989,Yangon,Normal,Male,Fashion accessories,3,163.611,2/15/2019,Cash
291-59-1384,Mandalay,Normal,Male,Electronic accessories,1,63.315,2/28/2019,Cash
860-73-6466,Yangon,Member,Female,Sports and travel,2,82.887,3/2/2019,Credit card
549-23-9016,Naypyitaw,Member,Female,Food and beverages,2,31.227,2/13/2019,Credit card
896-34-0956,Yangon,Normal,Male,Fashion accessories,1,22.386,1/26/2019,Cash
804-38-3935,Yangon,Member,Male,Electronic accessories,3,295.407,1/30/2019,Credit card
585-90-0249,Yangon,Member,Male,Electronic accessories,1,76.923,1/27/2019,Ewallet
862-29-5914,Naypyitaw,Normal,Female,Sports and travel,1,23.499,1/30/2019,Credit card
845-94-6841,Naypyitaw,Member,Female,Food and beverages,9,688.716,1/8/2019,Cash
125-45-2293,Yangon,Normal,Female,Fashion accessories,6,624.33,1/19/2019,Cash
843-73-4724,Yangon,Normal,Male,Fashion accessories,1,77.805,1/25/2019,Cash
409-33-9708,Yangon,Normal,Female,Fashion accessories,2,206.808,2/19/2019,Ewallet
658-66-3967,Naypyitaw,Normal,Male,Health and beauty,7,390.9465,1/14/2019,Ewallet
866-70-2814,Mandalay,Normal,Female,Electronic accessories,10,554.295,2/25/2019,Ewallet
160-22-2687,Yangon,Member,Female,Health and beauty,5,503.7375,1/23/2019,Ewallet
895-03-6665,Mandalay,Normal,Female,Fashion accessories,9,345.0195,2/16/2019,Cash
770-42-8960,Mandalay,Normal,Male,Food and beverages,8,177.408,1/1/2019,Cash
748-45-2862,Yangon,Member,Female,Home and lifestyle,4,118.902,3/7/2019,Cash
234-36-2483,Mandalay,Normal,Male,Health and beauty,6,362.817,2/15/2019,Cash
316-66-3011,Yangon,Member,Female,Food and beverages,9,450.1035,1/23/2019,Cash
848-95-6252,Naypyitaw,Member,Female,Home and lifestyle,1,90.5835,2/20/2019,Ewallet
840-76-5966,Yangon,Member,Male,Sports and travel,2,26.796,1/8/2019,Ewallet
152-03-4217,Mandalay,Normal,Female,Home and lifestyle,9,106.596,3/17/2019,Credit card
533-66-5566,Mandalay,Normal,Female,Home and lifestyle,7,375.3645,1/12/2019,Cash
124-31-1458,Yangon,Member,Female,Electronic accessories,3,250.7085,1/8/2019,Cash
176-78-1170,Naypyitaw,Member,Male,Health and beauty,3,106.5015,1/26/2019,Ewallet
361-59-0574,Mandalay,Member,Male,Sports and travel,8,760.452,3/15/2019,Credit card
101-81-4070,Naypyitaw,Member,Female,Health and beauty,2,131.922,1/17/2019,Ewallet
631-34-1880,Naypyitaw,Member,Male,Food and beverages,3,76.5765,1/8/2019,Credit card
852-82-2749,Yangon,Normal,Male,Sports and travel,4,271.278,1/6/2019,Ewallet
873-14-6353,Yangon,Member,Male,Food and beverages,7,182.427,2/16/2019,Credit card
584-66-4073,Naypyitaw,Normal,Male,Fashion accessories,1,59.325,3/13/2019,Ewallet
544-55-9589,Mandalay,Member,Female,Electronic accessories,10,225.015,1/28/2019,Cash
166-19-2553,Yangon,Member,Male,Sports and travel,6,561.078,1/18/2019,Cash
737-88-5876,Yangon,Member,Male,Home and lifestyle,4,97.818,3/19/2019,Credit card
154-87-7367,Naypyitaw,Normal,Male,Home and lifestyle,8,548.184,3/15/2019,Ewallet
885-56-0389,Naypyitaw,Member,Male,Fashion accessories,1,54.9675,2/12/2019,Cash
608-05-3804,Mandalay,Member,Male,Electronic accessories,1,41.7375,2/25/2019,Cash
448-61-3783,Yangon,Normal,Female,Electronic accessories,8,756.168,3/21/2019,Credit card
761-49-0439,Mandalay,Member,Female,Electronic accessories,8,101.64,1/19/2019,Ewallet
490-95-0021,Mandalay,Member,Female,Food and beverages,10,348.705,1/8/2019,Ewallet
115-38-7388,Naypyitaw,Member,Female,Fashion accessories,8,85.512,3/30/2019,Credit card
311-13-6971,Mandalay,Member,Male,Sports and travel,10,335.895,2/20/2019,Credit card
291-55-6563,Yangon,Member,Female,Home and lifestyle,6,216.846,3/30/2019,Ewallet
548-48-3156,Yangon,Member,Female,Food and beverages,2,175.014,3/19/2019,Cash
460-93-5834,Yangon,Normal,Male,Sports and travel,7,335.013,1/13/2019,Cash
325-89-4209,Yangon,Member,Male,Food and beverages,1,92.295,2/5/2019,Ewallet
884-80-6021,Yangon,Member,Female,Electronic accessories,10,771.435,3/23/2019,Ewallet
137-74-8729,Naypyitaw,Normal,Female,Fashion accessories,8,102.396,3/13/2019,Ewallet
880-46-5796,Yangon,Member,Male,Sports and travel,10,807.66,3/17/2019,Ewallet
389-70-2397,Naypyitaw,Normal,Female,Health and beauty,5,439.215,2/21/2019,Cash
114-35-5271,Mandalay,Normal,Female,Electronic accessories,8,486.444,2/7/2019,Cash
607-76-6216,Naypyitaw,Member,Female,Fashion accessories,5,485.5725,3/2/2019,Credit card
715-20-1673,Mandalay,Normal,Male,Electronic accessories,5,148.995,3/6/2019,Cash
811-35-1094,Mandalay,Member,Male,Electronic accessories,6,317.835,2/6/2019,Credit card
699-88-1972,Mandalay,Normal,Male,Health and beauty,8,832.944,1/28/2019,Credit card
781-84-8059,Naypyitaw,Normal,Male,Fashion accessories,7,446.439,1/18/2019,Ewallet
409-49-6995,Naypyitaw,Member,Female,Food and beverages,6,297.801,2/5/2019,Cash
725-54-0677,Naypyitaw,Member,Male,Health and beauty,7,629.16,3/2/2019,Cash
146-09-5432,Yangon,Member,Male,Food and beverages,9,331.128,2/9/2019,Ewallet
377-79-7592,Naypyitaw,Member,Female,Electronic accessories,9,423.738,1/14/2019,Credit card
509-10-0516,Mandalay,Normal,Male,Home and lifestyle,4,193.074,2/9/2019,Ewallet
595-94-9924,Yangon,Member,Female,Health and beauty,5,145.5825,3/26/2019,Credit card
865-41-9075,Yangon,Normal,Male,Food and beverages,7,84.7455,1/28/2019,Cash
545-07-8534,Naypyitaw,Normal,Female,Health and beauty,2,122.472,2/14/2019,Ewallet
118-62-1812,Naypyitaw,Member,Female,Home and lifestyle,4,329.196,3/24/2019,Cash
450-42-3339,Naypyitaw,Normal,Male,Health and beauty,10,888.405,2/9/2019,Credit card
851-98-3555,Mandalay,Normal,Female,Health and beauty,5,435.12,3/24/2019,Credit card
186-71-5196,Yangon,Member,Female,Food and beverages,2,167.034,3/27/2019,Ewallet
624-01-8356,Mandalay,Normal,Female,Home and lifestyle,10,514.605,1/27/2019,Credit card
313-66-9943,Mandalay,Member,Female,Food and beverages,3,91.8225,3/27/2019,Credit card
151-27-8496,Naypyitaw,Normal,Female,Electronic accessories,4,235.746,1/19/2019,Ewallet
453-33-6436,Yangon,Normal,Female,Home and lifestyle,8,782.208,2/7/2019,Cash
522-57-8364,Yangon,Member,Male,Fashion accessories,8,431.256,1/31/2019,Ewallet
459-45-2396,Yangon,Member,Female,Food and beverages,3,313.74,2/25/2019,Cash
